00) Zip,01) City,02) State,03) Household median income in dollars,04) Household mean income in dollars,05) Total population 18 to 24 years,06) Percentage of 05) less than high school,07) Percentage of 05) high school,08) Percentage of 05) some college,09) Percentage of 05) bachelor's,10) Total population 25 years and over,11) Percentage of 10)less than 9th grade,12) Percentage of 10) 9th to 12th no diploma,13) Percentage of 10) high school,14) Percentage of 10) some college,15) Percentage of 10) associate's degree,16) Percentage of 10) bachelor's,17) Percentage of 10) graduate degree,18) Total population 25 to 34 years,19) Percentage of 18) high school or higher,20) Percentage of 18) bachelor's or higher,21) Total population 35 to 44 years,22) Percentage of 21) high school or higher,23) Percentage of 21) bachelor's or higher,24) Total population 45 to 64 years,25) Percentage of 24) high school or higher,26) Percentage of 24) bachelor's or higher,27) Total population 65 and over,28) Percentage of 27) high school or higher,29) Percentage of 27) bachelor's or higher,"30) Median earnings in dollars, population 25 and over","31) Median earnings in dollars, population 25 and over less than high school","32) Median earnings in dollars, population 25 and over high school","33) Median earnings in dollars, population 25 and over some college","34) Median earnings in dollars, population 25 and over bachelor's","35) Median earnings in dollars, population 25 and over graduate degree",36) Population total,37) Population percentage: not Hispanic,38) Population percentage: not Hispanic white,39) Population percentage: not Hispanic black,40) Population percentage: not Hispanic American Indian or native,41) Population percentage: not Hispanic Asian,42) Population percentage: not Hispanic native Hawaiian or Pacific islander,43) Population percentage: not Hispanic some other race,44) Population percentage: not Hispanic two or more races,45) Population percentage: not Hispanic two or more races including some other race,46) Population percentage: not Hispanic two or more races excluding some other race,47) Population percentage: Hispanic,48) Population percentage: Hispanic white,49) Population percentage: Hispanic black,50) Population percentage: Hispanic American Indian or native,51) Population percentage: Hispanic Asian,52) Population percentage: Hispanic native Hawaiian or Pacific islander,53) Population percentage: Hispanic some other race,54) Population percentage: Hispanic two or more races,55) Population percentage: Hispanic two or more races including some other race,56) Population percentage: Hispanic two or more races excluding some other race,57) Population total,58) Population percentage: under 5 years,59) Population percentage: 5 to 9 years,60) Population percentage: 10 to 14 years,61) Population percentage: 15 to 19 years,62) Population percentage: 20 to 24 years,63) Population percentage: 25 to 29 years,64) Population percentage: 30 to 34 years,65) Population percentage: 35 to 39 years,66) Population percentage: 40 to 44 years,67) Population percentage: 45 to 49 years,68) Population percentage: 50 to 54 years,69) Population percentage: 55 to 59 years,70) Population percentage: 60 to 64 years,71) Population percentage: 65 to 69 years,72) Population percentage: 70 to 74 years,73) Population percentage: 75 to 79 years,74) Population percentage: 80 to 84 years,75) Population percentage: 85 years and over,76) Population percentage: 5 to 14 years,77) Population percentage: 15 to 17 years,78) Population percentage: 18 to 24 years,79) Population percentage: 15 to 44 years,80) Population percentage: 16 years and over,81) Population percentage: 18 years and over,82) Population percentage: 60 years and over,83) Population percentage: 62 years and over,84) Population percentage: 65 years and over,85) Population percentage: 75 years and over,86) Median age,87) Sex ratio (males per 100 females),88) Age dependency ratio,89) Old-age dependency ratio,90) Child dependency ratio,91) Licenses,92) Manufacturing,93) Gun purchases approximate,VIOLENT?
12542,MARLBORO,NY,69750,86303,515,4.660194175,22.7184466,45.4368932,27.18446602,3918,2.373660031,4.82388974,30.57682491,19.39765186,10.18376723,17.381317,15.26288923,504,100,31.34920635,551,97.27767695,45.55353902,1798,96.99666296,35.03893215,1065,80,22.53521127,51406,NaN,37292,47253,72043,95682,5746,96.65854507,89.64497041,2.27984685,0,1.705534285,0,1.548903585,1.479289941,0,1.479289941,3.341454925,3.184824226,0,0,0,0,0.1566307,0,0,0,5746,5,5.9,6.1,8.3,6.4,5.6,3.2,4.1,5.5,7.6,11.4,5.7,6.6,6.4,3.9,2.7,2.7,2.8,12,5.8,9,33.1,82.5,77.1,25.1,23.2,18.5,8.3,44.3,94.5,70.6,31.6,39,0,0,107.6377426,0
47468,UNIONVILLE,IN,69758,93528,72,0,58.33333333,30.55555556,11.11111111,942,0,9.766454352,26.11464968,16.02972399,7.112526539,13.90658174,27.07006369,51,100,47.05882353,81,100,54.32098765,517,93.42359768,45.26112186,293,80.20477816,28.66894198,38810,NaN,37396,57721,NaN,48036,1143,96.76290464,94.9256343,0,0,1.312335958,0,0,0.524934383,0,0.524934383,3.237095363,3.237095363,0,0,0,0,0,0,0,0,1143,1.3,5.6,3.8,0.5,6.3,3.2,1.2,2.8,4.3,4.6,8.7,14.4,17.5,7.5,9.3,1.7,3.2,3.9,9.4,0.5,6.3,18.4,88.7,88.7,43.1,34.7,25.6,8.8,58,94.4,58.5,40.6,17.9,0,0,90.04461924,0
80422,BLACK HAWK,CO,69759,80950,176,29.54545455,46.59090909,14.77272727,9.090909091,3517,0.454933182,0.625533125,25.84589138,33.23855559,7.07989764,21.86522604,10.88996304,443,100,48.53273138,867,97.92387543,29.29642445,1670,98.80239521,30.23952096,537,100,33.14711359,41758,20375,33050,42593,49630,70694,4686,90.03414426,85.80879215,0.362782757,1.344430218,0,0,0,2.518139138,0,2.518139138,9.965855741,5.356380708,0,0,0,0,2.240717029,2.368758003,1.55783184,0.810926163,4686,5.5,7.1,4.8,4.8,2.6,2.7,6.8,9.3,9.2,7.2,6.8,10.4,11.2,7.7,2.1,0.6,0.3,0.8,12,3.7,3.8,35.4,80.4,78.8,22.7,18.3,11.5,1.7,44.3,110.8,48.5,17,31.5,0,0,431.3887719,0
97041,MOUNT HOOD PARKDALE,OR,69766,80840,257,29.96108949,5.836575875,64.20233463,0,1573,8.645899555,8.645899555,17.54609027,18.18181818,13.79529561,22.69548633,10.48951049,324,74.38271605,22.22222222,234,74.35897436,29.48717949,664,84.18674699,37.34939759,351,93.16239316,37.89173789,29191,26440,21208,28359,40817,NaN,2350,68.29787234,61.65957447,0,0,2.425531915,0,0,4.212765957,0,4.212765957,31.70212766,28.89361702,0,0,0,0,2.638297872,0.170212766,0.170212766,0,2350,3.9,5.4,10.6,8.3,5,5.5,8.3,4.6,5.4,8.6,5.7,5.1,9,3.4,4,3.9,2.6,1.1,15.9,2.3,10.9,37,78.1,77.9,23.9,20,14.9,7.6,37.5,125.7,58.9,23.7,35.2,0,64,208.8572778,0
27607,RALEIGH,NC,69766,99606,11006,1.172087952,15.14628385,74.7683082,8.913320007,13653,5.537244562,3.940525892,10.78151322,13.05940086,4.094338241,36.50479748,26.08217974,3875,89.36774194,62.27096774,2905,92.53012048,74.3545611,4525,92,64.24309392,2348,87.09540034,45.35775128,42320,18621,26239,27454,47236,71058,29014,93.58240849,73.33356311,10.46046736,0.06893224,6.531329703,0.020679672,0.392913766,2.774522644,0,2.774522644,6.417591508,4.266905632,0.179223823,0.082718688,0,0,1.861170469,0.027572896,0.027572896,0,29014,3.8,4.9,3.9,22.1,18.2,7.1,6.2,4.5,5.5,4,3.6,4.1,3.8,2.8,1.7,1.2,1.2,1.3,8.8,2.4,37.9,63.7,86.8,85,11.9,10.2,8.1,3.6,23.4,95.9,30,10.5,19.5,0,0,637.6985349,0
37146,PLEASANT VIEW,TN,69775,82921,573,1.221640489,29.31937173,54.79930192,14.65968586,4608,2.5390625,8.203125,32.96440972,19.81336806,7.6171875,18.9453125,9.917534722,958,99.3736952,43.21503132,926,93.73650108,42.33261339,1870,89.83957219,20.69518717,854,71.77985948,16.04215457,42356,NaN,34592,40962,53984,56080,7111,98.32653635,95.66868232,1.02657854,0,0.239066235,0.210940796,0,1.181268457,0,1.181268457,1.673463648,0.956264942,0,0,0.717198706,0,0,0,0,0,7111,6.1,8.4,6.6,8.3,5.8,6.1,7.3,6.4,6.6,8.8,8.9,4.4,4.1,5.1,2.5,1.6,0.3,2.5,15,6,8.1,40.6,77,72.9,16.1,13.7,12,4.4,35.6,99.6,64.3,19.7,44.6,198,182,657.0847459,1
55409,MINNEAPOLIS,MN,69777,93629,758,17.2823219,24.27440633,27.70448549,30.73878628,8685,5.918249856,2.256764537,13.58664364,17.5935521,6.436384571,30.71963155,23.48877375,2556,94.87480438,58.21596244,1745,85.9025788,60,3043,93.19750246,52.71114032,1341,90.60402685,42.43102163,41263,23835,30841,31500,50465,62373,11701,87.30023075,69.67780532,8.298436031,1.717801897,3.862917699,0,0.059823947,3.683445859,0.059823947,3.623621913,12.69976925,4.08512093,0,0.059823947,0,0,8.426630203,0.128194171,0.068370225,0.059823947,11701,6.3,5.3,4.9,4.9,4.5,10.4,11.4,8,6.9,8.8,6.8,5.6,4.9,3.4,2.4,1.1,1.2,3.3,10.2,2.8,6.5,46.1,82.9,80.7,16.3,14.5,11.5,5.6,36.6,97.7,44.4,16.6,27.9,270,5,677.0094844,1
30043,LAWRENCEVILLE,GA,69788,82966,9196,14.61505002,27.88168769,47.00956938,10.49369291,55895,4.145272386,5.816262635,22.87324448,21.20583236,10.76840505,24.66768047,10.52330262,10861,91.74109198,31.93076144,12672,89.23611111,34.72222222,24894,91.21475054,39.12187676,7468,85.00267809,27.62453133,39072,22253,29164,36371,51019,56657,87045,81.69912114,43.41777242,23.0547418,0.305589063,12.50157964,0.096501809,0.358435292,1.96450112,0.145901545,1.818599575,18.30087886,12.51651445,0.740996037,0.506634499,0.026423114,0.008041817,3.893388477,0.608880464,0.382560744,0.22631972,87045,5.6,6.8,8,7.3,8.1,6.5,6,7.6,6.9,8.8,8.1,6.5,5.2,3.6,2.2,1.2,0.9,0.7,14.8,4.9,10.6,42.5,78.4,74.8,13.8,11.3,8.6,2.8,36,94.2,51.1,13,38.1,0,0,3192.816432,0
95524,BAYSIDE,CA,69792,80757,308,6.168831169,8.116883117,76.2987013,9.415584416,1336,1.19760479,5.688622754,11.00299401,25.2245509,6.886227545,26.72155689,23.27844311,121,65.2892562,37.19008264,230,100,50.86956522,620,95.16129032,50,365,94.52054795,53.69863014,37250,NaN,19500,30982,45750,58750,1944,87.29423868,83.12757202,0,0.360082305,1.697530864,0,0.257201646,1.851851852,0,1.851851852,12.70576132,8.693415638,0,0.823045267,0,0,0.205761317,2.983539095,0.205761317,2.777777778,1944,3.2,6.1,4.9,3.4,13.7,1.3,4.9,5.8,6,3.1,7.8,11.1,9.9,6.7,5.2,2,3.3,1.5,11,1.3,15.8,35.2,85.3,84.6,28.7,23.9,18.8,6.8,46.2,126.3,52,28.5,23.5,0,0,61.69367708,0
31407,SAVANNAH,GA,69797,84533,463,12.74298056,26.56587473,37.3650108,23.32613391,7866,0.673785914,3.012967201,26.48105772,15.35723366,7.704042715,29.55758963,17.21332316,3286,100,55.1125989,1617,95.91836735,66.23376623,1830,90.81967213,7.923497268,1133,95.05736981,57.54633716,45250,NaN,45182,40029,39756,47147,11831,93.04369876,46.34434959,40.83340377,0,1.774997887,0,0,4.090947511,0,4.090947511,6.956301242,0.397261432,0.972022652,0,0,0,5.587017158,0,0,0,11831,9.9,7,9.5,3.5,3.6,10.2,17.6,9,4.7,3.8,3.8,5.1,2.7,3.7,2.4,2.5,0.6,0.4,16.5,3.2,3.9,48.5,71.5,70.4,12.2,10.7,9.6,3.5,31.9,95.9,64.4,15.7,48.7,0,0,433.9618727,0
98407,TACOMA,WA,69799,93110,1441,23.52532963,36.29424011,33.10201249,7.078417765,15865,0.964387015,4.506775922,22.09895997,23.3217775,10.3372203,23.34699023,15.42388906,2817,95.45615903,42.35001775,2873,90.70657849,33.13609467,6505,96.04919293,38.92390469,3670,94.11444142,40.16348774,45521,27548,35957,40155,51728,76208,21347,93.82583033,80.35321122,3.771021689,0.23422495,3.944348152,0.313861433,0.014053497,5.195109383,0.084320982,5.110788401,6.174169673,4.937461938,0.014053497,0,0,0,0.346652925,0.876001312,0.112427976,0.763573336,21347,4.8,5.1,5.8,4.9,5,7.7,5.5,7.6,5.9,8.4,6.5,6.8,8.8,6.5,3.5,2.5,2.4,2.3,11,3.2,6.8,36.6,83.1,81.1,26,22.8,17.2,7.2,43.3,98.3,56.5,26.9,29.6,382,173132,1260.655227,1
76137,FORT WORTH,TX,69807,82642,6009,9.868530538,30.40439341,46.11416209,13.61291396,36334,4.048549568,5.730170089,22.07849397,27.26096769,8.02003633,24.21148236,8.650299994,9804,92.11546308,32.75193798,8693,90.61313701,36.3740941,13929,90.62387824,33.3189748,3908,83.16274309,23.69498465,41871,24124,35053,39317,54267,61910,59092,76.65673864,56.15988628,9.273674948,0.135382116,8.183848914,0.042306911,0.131997563,2.729641914,0,2.729641914,23.34326136,14.7600352,0.546605293,0.060921952,0,0,6.977255805,0.998443106,0.47214513,0.526297976,59092,7.7,7.5,8.1,7.7,7.4,8.6,8,6.8,7.9,7.5,7.1,5.3,3.6,2.9,1.9,1,0.5,0.4,15.6,5,10.2,46.5,74.6,71.7,10.2,8.6,6.6,1.9,31.8,92.5,53.7,10.2,43.6,692,20771,2843.838081,1
77539,DICKINSON,TX,69810,83809,4052,16.26357354,33.68706811,42.17670286,7.872655479,27587,8.543879363,9.018740711,26.94022547,25.50476674,7.271540943,15.10131584,7.619530938,5853,84.79412267,25.90124722,5992,78.80507343,24.06542056,10791,84.75581503,21.60133445,4951,78.9941426,19.77378307,44621,22893,40556,43926,60066,71909,41991,71.01283608,54.03300707,11.92636517,0.15003215,3.507894549,0.059536567,0,1.336000572,0.014288776,1.321711795,28.98716392,22.54530733,0.442952061,0.266723822,0.207187254,0,4.034197804,1.490795647,0.716820271,0.773975376,41991,7.4,7.4,6.1,5.9,7.6,6.1,7.8,6.9,7.4,5.7,5.7,6.8,7.5,5,2.7,1.9,1.4,0.9,13.4,3.9,9.6,41.7,77.9,75.3,19.3,15.6,11.8,4.1,36.1,101.7,57.3,18.6,38.8,0,0,2020.842159,0
74021,COLLINSVILLE,OK,69813,76813,1367,10.4608632,42.35552304,35.62545721,11.55815655,12339,2.706864414,5.705486668,30.21314531,26.61479861,8.704108923,19.39379204,6.661804036,2371,97.76465626,31.71657528,2841,93.27701514,33.72052094,4567,94.5040508,24.15152179,2560,78.7890625,15.703125,40994,40781,31751,39611,50132,61023,18865,96.53856348,76.38483965,2.353564803,7.219719056,1.091969255,0,0.238536973,9.24993374,0,9.24993374,3.461436523,1.669758813,0,0.079512324,0,0,1.224489796,0.48767559,0,0.48767559,18865,7.2,7.6,7.9,7,5,6.6,6,6.9,8.2,7.3,6.2,5.8,5,5.4,2.9,2.7,1.5,1.1,15.5,4.7,7.2,39.6,75.8,72.7,18.5,16.1,13.6,5.3,36.9,97.8,69.3,23,46.3,0,0,1692.301692,0
68138,OMAHA,NE,69826,76567,1048,1.812977099,20.61068702,67.84351145,9.732824427,8081,0.928102958,3.464917708,24.10592748,25.00928103,11.29810667,24.27917337,10.91449078,2164,96.25693161,37.56931608,2000,96.2,48.45,3257,94.71906663,29.22935216,660,96.06060606,16.66666667,42181,21120,34032,41188,46875,56540,12421,93.33387006,86.82875775,1.247886644,0.394493197,1.352548104,0,0,3.510184365,0,3.510184365,6.666129941,4.798325417,0.652121407,0.072457934,0,0,1.046614604,0.096610579,0.096610579,0,12421,9.1,7.5,6.3,4.7,7.4,9.3,8.1,8.5,7.6,5.5,8.5,6.7,5.6,3,1.2,0.6,0.4,0.1,13.8,3.7,8.4,45.6,75.9,73.5,10.9,7.7,5.3,1,34,103.5,46.7,7.8,38.9,186,414,205.9545259,0
3216,ANDOVER,NH,69830,77636,140,10.71428571,34.28571429,47.14285714,7.857142857,1825,1.205479452,6.191780822,31.39726027,15.50684932,8.273972603,23.83561644,13.5890411,151,94.70198675,39.73509934,403,94.04466501,36.97270471,761,90.27595269,36.26806833,510,94.31372549,38.82352941,40164,NaN,32399,41250,41298,49185,2392,98.9548495,96.15384615,0.459866221,0,1.797658863,0,0,0.543478261,0,0.543478261,1.045150502,1.045150502,0,0,0,0,0,0,0,0,2392,2.6,5.4,4.2,8.2,3.2,4.7,1.6,6.4,10.5,7.3,6,9,9.5,8,4.8,3.3,1.6,3.6,9.7,5.6,5.9,34.6,85.2,82.1,30.8,26.5,21.3,8.5,45.9,107.5,64.4,35.1,29.3,0,0,224.5792242,0
49229,BRITTON,MI,69840,79412,267,3.370786517,25.84269663,64.79400749,5.992509363,2317,1.596892533,5.006473889,35.30427277,27.83772119,11.78247734,13.59516616,4.876996116,378,95.5026455,21.16402116,521,98.46449136,18.23416507,1001,93.80619381,21.17882118,417,84.17266187,9.832134293,40498,28235,40208,38500,49107,39875,3359,98.95802322,94.16493004,0.05954153,0.327478416,0,0,0,4.406073236,0.11908306,4.286990176,1.041976779,0.446561477,0.506103007,0,0,0,0.089312295,0,0,0,3359,5.2,5,7.9,6.9,6,6.2,5.1,6,9.5,8.2,8,7.1,6.5,4.8,3,2.4,1.3,0.9,13,4.9,7.9,39.6,80.2,76.9,18.9,15.2,12.4,4.6,41.2,95,55,19.2,35.8,0,0,111.5174135,0
81643,MESA,CO,69844,81954,54,9.259259259,12.96296296,61.11111111,16.66666667,573,1.047120419,4.363001745,36.9982548,14.83420593,7.678883072,17.62652705,17.45200698,10,100,50,63,92.06349206,12.6984127,336,99.10714286,44.94047619,164,85.97560976,22.56097561,38207,NaN,33750,49464,43500,66000,736,96.73913043,96.73913043,0,0,0,0,0,0,0,0,3.260869565,3.260869565,0,0,0,0,0,0,0,0,736,5.7,2.4,5,3.7,5.3,0.7,0.7,2.3,6.3,14.1,8.6,10.6,12.4,6.4,2,8.2,4.9,0.8,7.5,1.6,7.3,18.9,86.8,85.2,34.6,29.8,22.3,13.9,53.2,105,59,35.4,23.5,50,0,67.75547079,0
60194,SCHAUMBURG,IL,69844,85942,890,9.325842697,14.04494382,47.75280899,28.87640449,13786,2.945016684,3.938778471,20.49905701,22.4067895,7.587407515,30.03771943,12.58523139,3437,93.6281641,47.19231888,2357,94.52694103,63.30080611,4973,94.87231048,38.48783431,3019,88.53925141,28.08877112,43462,21341,33056,42157,54128,80955,19044,81.47448015,54.62087797,2.84078975,0.06826297,20.6889309,0,0.77189666,2.483721907,0.462087797,2.02163411,18.52551985,4.935937828,0.052509977,0.362318841,0.241545894,0,11.67296786,1.260239445,1.18147448,0.078764965,19044,8.2,5.8,5.5,3.9,4.2,9.1,9,7,5.3,6.5,6.7,6.9,5.9,5.5,3.6,2.5,1.9,2.4,11.3,3.5,4.7,38.6,79.5,77.1,21.8,18.9,15.9,6.7,38,90.6,63.4,25.9,37.5,271,4999,899.352648,1
17543,LITITZ,PA,69853,93211,2917,16.76379842,41.99520055,29.92800823,11.3129928,29832,3.888441942,5.695226602,32.65285599,14.54143202,6.667337088,22.63341378,13.92129257,4575,89.87978142,42.90710383,5056,94.83781646,45.74762658,12248,92.54572175,34.02188112,7953,84.63472903,30.95687162,41626,27985,31988,40054,53813,69180,42715,96.16528152,91.07339342,1.100316048,0.095985017,2.03441414,0,0.201334426,1.659838464,0,1.659838464,3.834718483,2.291934917,0.227086504,0,0,0,1.261851808,0.053845253,0.053845253,0,42715,6.2,6.8,5.9,6.5,4.8,5.5,5.2,5.6,6.2,6.8,7.3,7.4,7.2,5.4,3.4,3.3,2.7,3.9,12.6,4.5,6.8,33.9,79.8,76.7,25.8,22.5,18.6,9.9,42.8,94.6,72.3,32.1,40.2,437,4483,2941.820414,1
14068,GETZVILLE,NY,69857,97502,508,9.251968504,39.56692913,28.93700787,22.24409449,5213,2.570496835,4.62305774,19.66238251,18.30040284,10.28198734,18.10857472,26.45309802,456,99.12280702,77.85087719,648,97.5308642,67.59259259,2066,96.17618587,54.69506292,2043,86.49045521,19.57905042,55340,10703,28889,44872,64306,70375,7141,97.12925361,84.6099986,2.898753676,0.014003641,8.72426831,0,0,0.88222938,0.112029128,0.770200252,2.870746394,2.436633525,0,0,0,0,0.280072819,0.15404005,0.15404005,0,7141,3.3,5.2,5.6,8.6,4.3,2.9,3.5,4.2,4.9,6.3,9,8.3,5.3,5.9,4.4,2.8,5.4,10.1,10.8,5.8,7.1,28.4,84.3,80.1,33.9,31.2,28.6,18.3,51.1,85.3,94.2,55.5,38.6,143,4,133.7697737,1
23306,BELLE HAVEN,VA,69861,71032,29,68.96551724,0,31.03448276,0,602,1.661129568,9.634551495,27.90697674,21.26245847,11.62790698,6.146179402,21.76079734,40,100,0,96,92.70833333,2.083333333,309,82.84789644,24.27184466,157,94.9044586,57.96178344,46313,85952,46458,31738,NaN,56625,862,100,79.23433875,19.37354988,0,0,0,0,1.392111369,0,1.392111369,0,0,0,0,0,0,0,0,0,0,862,2.6,1.2,14.4,11,1,1.9,2.8,3.9,7.2,7.7,5.2,3.6,19.4,5.8,3.7,5.8,1.5,1.4,15.5,8.7,3.4,27.8,79.7,73.2,37.6,22.7,18.2,8.7,48.6,92.8,81.9,33.1,48.7,0,3,57.72545694,1
6417,DEEP RIVER,CT,69861,100230,285,12.28070175,46.31578947,22.10526316,19.29824561,3289,0.820918212,3.070842201,31.59014898,16.96564305,9.060504713,23.10732746,15.38461538,378,96.56084656,50,617,96.92058347,47.81199352,1470,98.43537415,32.58503401,824,91.1407767,36.77184466,46305,NaN,36528,44167,61593,52938,4552,96.88049209,91.3884007,2.416520211,0.19771529,2.482425308,0,0,0.39543058,0,0.39543058,3.119507909,1.296133568,0.702987698,0,0,0,1.010544815,0.109841828,0.109841828,0,4552,6.1,4,4.5,8.8,4.4,3.5,4.8,6.7,6.8,9,7.7,9.4,6.2,9.2,3.3,2.2,1.8,1.5,8.5,6.9,6.3,35,84.2,78.5,24.3,22.6,18.1,5.5,45.2,101.8,65.5,30,35.6,309,108127,231.8852784,1
12084,GUILDERLAND,NY,69866,88589,547,0,9.140767824,52.46800731,38.39122486,3170,0.410094637,1.892744479,14.92113565,14.1955836,10.15772871,23.88012618,34.54258675,1132,99.91166078,75.17667845,672,94.19642857,62.20238095,851,96.12220917,37.01527615,515,100,52.03883495,54873,NaN,41667,50813,48400,72215,4740,92.6371308,61.30801688,3.88185654,0,24.49367089,0,1.181434599,1.772151899,1.41350211,0.358649789,7.362869198,2.257383966,1.329113924,0,0,0,3.755274262,0.021097046,0.021097046,0,4740,7.2,8.1,4.5,2.3,11,11,12.9,8.1,6,5.9,3.2,3.5,5.4,2.2,1.7,2.3,1.4,3.3,12.6,1.7,11.5,51.3,79.4,78.4,16.2,14.3,10.9,7,31.8,81.9,48,16.1,31.9,0,41,88.79270794,1
77904,VICTORIA,TX,69868,96606,2066,10.01936108,37.85091965,46.99903195,5.130687318,18495,2.32495269,4.228169776,26.6288186,27.31549067,10.00270343,20.77858881,8.721276021,3586,96.01226994,33.60290017,3180,95.44025157,30.22012579,7081,94.49230335,29.43087135,4648,88.51118761,25.94664372,45591,18594,33611,41913,52684,63061,27356,73.78637228,66.08422284,2.807427987,0.080421114,2.646585758,0,0.212019301,1.955695277,0,1.955695277,26.21362772,23.61821904,0.277818395,0.18277526,0.084076619,0.171808744,1.224594239,0.654335429,0.424038602,0.230296827,27356,7.3,6.5,6.6,6.3,5.7,6.9,6.2,5.8,5.8,5.7,6.4,7.6,6.2,5.1,4.4,2.8,2.5,2.3,13.1,4.4,7.6,36.7,78.5,75.2,23.2,21.1,17,7.5,38.8,92.5,71.9,29.2,42.7,0,0,1316.523972,0
19475,SPRING CITY,PA,69874,96272,749,16.15487316,40.58744993,27.50333778,15.75433912,7809,2.753233449,6.210782431,34.4986554,14.48328851,6.518120118,23.70341913,11.83250096,965,90.46632124,29.53367876,1297,95.37393986,50.65535852,3620,94.14364641,39.33701657,1927,82.56357032,21.22470161,49889,36296,35448,48483,73304,81383,11297,97.56572541,89.40426662,3.708949279,0,1.743825794,0.424891564,0,2.283792157,0,2.283792157,2.434274586,1.867752501,0.416039657,0,0,0,0.150482429,0,0,0,11297,7,6.2,7.1,6.6,3.9,4.9,3.7,4.4,7.1,9.9,8.3,7.2,6.6,5.9,3.9,3,2.5,1.8,13.3,3.9,6.6,30.5,77.5,75.8,23.6,20.8,17.1,7.3,44.2,99.7,70.4,29.1,41.3,527,4358,778.0345364,1
98329,GIG HARBOR,WA,69877,85016,919,17.41022851,28.72687704,36.77910773,17.08378672,7533,1.500066375,5.920615956,26.77552104,30.20045135,10.261516,16.40780566,8.934023629,1165,91.58798283,29.18454936,1272,93.23899371,25.55031447,3438,92.67015707,20.88423502,1658,92.5814234,31.72496984,46906,36771,40875,43287,65000,91413,10682,95.64688261,84.84366224,0.870623479,1.937839356,2.368470324,0.468077139,0.121700056,5.036510017,0,5.036510017,4.353117394,2.593147351,0,0,0,0,0.833177308,0.926792735,0.074892342,0.851900393,10682,5.5,5.2,6.8,5.4,6.5,4.9,6,4.8,7.1,7,8.9,9.7,6.6,6.9,3.5,2.2,2.1,0.9,12,3.4,8.6,34.8,81.2,79.1,22.1,19.7,15.5,5.2,43.1,118,57.2,24.4,32.8,349,86596,630.829584,1
19044,HORSHAM,PA,69877,91691,1251,6.23501199,31.0951239,41.72661871,20.9432454,11015,1.770313209,5.011348162,25.75578756,17.0222424,7.943713118,25.70131639,16.79527916,2143,99.20671955,46.57022865,2382,97.77497901,55.62552477,4886,94.06467458,41.91567745,1604,75.87281796,19.32668329,48750,17150,34161,42101,60581,69818,15721,97.3220533,80.58011577,6.335474843,0.006360919,8.288276827,0,0.610648178,1.50117677,0,1.50117677,2.677946696,2.582532918,0.006360919,0.082691941,0,0,0,0.006360919,0,0.006360919,15721,4.9,7,7,4.6,6.5,6.6,7,8.3,6.9,7.2,9.6,7.6,6.6,4.1,2.1,2.1,1.2,0.7,14,3.1,8,39.9,79.8,78,16.8,13.8,10.2,4,38.4,95.7,47.4,15,32.4,459,57,1082.71939,1
29455,JOHNS ISLAND,SC,69878,103573,841,7.728894174,27.70511296,46.49227111,18.07372176,16860,5.646500593,4.543297746,21.29893238,18.39857651,5.913404508,27.14709371,17.05219454,3430,89.85422741,54.19825073,2354,91.33389975,44.5624469,6080,86.51315789,36.28289474,4996,93.07445957,46.79743795,37002,22729,26830,36974,43941,56019,21198,92.20681196,73.06821398,17.84602321,0,1.056703463,0,0,0.235871309,0.042456836,0.193414473,7.793188037,7.646947825,0.066043966,0,0,0,0.080196245,0,0,0,21198,6.7,3.9,3.4,3.3,3.1,6.9,9.3,7.9,3.2,5.2,6.5,9.7,7.3,8.7,7.5,3.8,2.5,1.1,7.3,2.5,4,33.7,85.1,83.5,30.8,27.8,23.6,7.4,47.4,88.3,66.8,39.3,27.5,77,157,1100.178013,1
79922,EL PASO,TX,69879,112886,968,2.272727273,24.2768595,63.84297521,9.607438017,5758,5.991663772,6.651615144,19.34699548,16.51615144,4.081278222,28.06530045,19.34699548,672,85.41666667,30.6547619,971,89.28939238,61.27703399,2712,92.36725664,51.54867257,1403,77.26300784,37.84746971,35798,9246,24342,35000,50855,52383,8581,32.5253467,25.70795945,0,0.256380375,0.349609603,1.037175154,0,5.174222119,0.302994989,4.87122713,67.4746533,57.66227712,0.454492483,0.139843841,0.314648642,0,8.0060599,0.897331313,0.489453444,0.40787787,8581,5.7,4.8,6.9,7.7,7.8,5,2.8,5.9,5.5,8.9,8.8,6.9,7,4.3,2.9,4.8,2.6,1.8,11.7,4.2,11.3,34.7,81.4,78.4,23.4,20.4,16.4,9.2,42.3,95.2,61.2,26.4,34.8,0,0,412.9657919,0
54636,HOLMEN,WI,69883,81697,908,13.54625551,23.01762115,56.3876652,7.04845815,9513,1.145800484,2.386208346,29.26521602,22.33785346,16.71397036,18.9635236,9.18742773,1913,98.48405646,31.62571877,1969,98.37480955,34.99238192,3879,95.79788605,25.93451921,1752,93.60730594,21.57534247,40663,20769,27790,40069,52292,56375,14581,99.80796928,95.96735478,0.020574721,0.459502092,2.180920376,0,0,1.17961731,0,1.17961731,0.192030725,0.192030725,0,0,0,0,0,0,0,0,14581,7.3,8.5,8.1,6.5,4.4,4.6,8.5,7.7,5.8,7.3,6.7,6.7,5.9,4.6,3.3,2.2,0.8,1.2,16.6,4.6,6.2,37.5,74.7,71.5,17.9,15,12,4.1,36.4,104.9,68.2,20.2,48,95,0,967.2115857,0
