00) Zip,01) City,02) State,03) Household median income in dollars,04) Household mean income in dollars,05) Total population 18 to 24 years,06) Percentage of 05) less than high school,07) Percentage of 05) high school,08) Percentage of 05) some college,09) Percentage of 05) bachelor's,10) Total population 25 years and over,11) Percentage of 10)less than 9th grade,12) Percentage of 10) 9th to 12th no diploma,13) Percentage of 10) high school,14) Percentage of 10) some college,15) Percentage of 10) associate's degree,16) Percentage of 10) bachelor's,17) Percentage of 10) graduate degree,18) Total population 25 to 34 years,19) Percentage of 18) high school or higher,20) Percentage of 18) bachelor's or higher,21) Total population 35 to 44 years,22) Percentage of 21) high school or higher,23) Percentage of 21) bachelor's or higher,24) Total population 45 to 64 years,25) Percentage of 24) high school or higher,26) Percentage of 24) bachelor's or higher,27) Total population 65 and over,28) Percentage of 27) high school or higher,29) Percentage of 27) bachelor's or higher,"30) Median earnings in dollars, population 25 and over","31) Median earnings in dollars, population 25 and over less than high school","32) Median earnings in dollars, population 25 and over high school","33) Median earnings in dollars, population 25 and over some college","34) Median earnings in dollars, population 25 and over bachelor's","35) Median earnings in dollars, population 25 and over graduate degree",36) Population total,37) Population percentage: not Hispanic,38) Population percentage: not Hispanic white,39) Population percentage: not Hispanic black,40) Population percentage: not Hispanic American Indian or native,41) Population percentage: not Hispanic Asian,42) Population percentage: not Hispanic native Hawaiian or Pacific islander,43) Population percentage: not Hispanic some other race,44) Population percentage: not Hispanic two or more races,45) Population percentage: not Hispanic two or more races including some other race,46) Population percentage: not Hispanic two or more races excluding some other race,47) Population percentage: Hispanic,48) Population percentage: Hispanic white,49) Population percentage: Hispanic black,50) Population percentage: Hispanic American Indian or native,51) Population percentage: Hispanic Asian,52) Population percentage: Hispanic native Hawaiian or Pacific islander,53) Population percentage: Hispanic some other race,54) Population percentage: Hispanic two or more races,55) Population percentage: Hispanic two or more races including some other race,56) Population percentage: Hispanic two or more races excluding some other race,57) Population total,58) Population percentage: under 5 years,59) Population percentage: 5 to 9 years,60) Population percentage: 10 to 14 years,61) Population percentage: 15 to 19 years,62) Population percentage: 20 to 24 years,63) Population percentage: 25 to 29 years,64) Population percentage: 30 to 34 years,65) Population percentage: 35 to 39 years,66) Population percentage: 40 to 44 years,67) Population percentage: 45 to 49 years,68) Population percentage: 50 to 54 years,69) Population percentage: 55 to 59 years,70) Population percentage: 60 to 64 years,71) Population percentage: 65 to 69 years,72) Population percentage: 70 to 74 years,73) Population percentage: 75 to 79 years,74) Population percentage: 80 to 84 years,75) Population percentage: 85 years and over,76) Population percentage: 5 to 14 years,77) Population percentage: 15 to 17 years,78) Population percentage: 18 to 24 years,79) Population percentage: 15 to 44 years,80) Population percentage: 16 years and over,81) Population percentage: 18 years and over,82) Population percentage: 60 years and over,83) Population percentage: 62 years and over,84) Population percentage: 65 years and over,85) Population percentage: 75 years and over,86) Median age,87) Sex ratio (males per 100 females),88) Age dependency ratio,89) Old-age dependency ratio,90) Child dependency ratio,91) Licenses,92) Manufacturing,93) Gun purchases approximate,VIOLENT?
95019,FREEDOM,CA,34323,59170,786,23.66412214,29.77099237,44.91094148,1.65394402,3700,32.08108108,9.378378378,26.54054054,16.48648649,5.459459459,6.864864865,3.189189189,636,75,7.075471698,785,74.14012739,21.14649682,1362,58.37004405,6.754772394,917,34.02399128,7.524536532,21429,16123,19265,37411,41723,60795,6252,17.78630838,12.06014075,0.271912988,0,2.223288548,0,0.207933461,3.02303263,0,3.02303263,82.21369162,50.1759437,0.207933461,0,0.367882278,0,29.57453615,1.887396033,0.751759437,1.135636596,6252,9.2,9.5,7.7,4.8,9.7,6,4.2,7.4,5.2,6.8,6.4,4.6,4,6.4,2.4,1.6,2.1,2.2,17.2,1.9,12.6,37.2,73.6,71.8,18.6,17.1,14.7,5.9,34.2,106.9,75.2,25.7,49.5,0,0,198.4099121,0
31567,WEST GREEN,GA,34327,36039,8,0,100,0,0,459,3.48583878,16.33986928,38.5620915,30.50108932,6.318082789,3.48583878,1.307189542,52,90.38461538,0,39,100,41.02564103,178,75.28089888,3.370786517,190,77.89473684,0,25614,18458,25636,32000,NaN,NaN,588,97.27891156,95.40816327,1.870748299,0,0,0,0,0,0,0,2.721088435,0.850340136,1.870748299,0,0,0,0,0,0,0,588,2.9,9.7,8,0,1.4,7,1.9,6.6,0,2.6,2.7,6.1,18.9,7.3,3.7,12.2,8.2,0.9,17.7,0,1.4,16.8,79.4,79.4,51.2,45.7,32.3,21.3,60.8,128.8,112.3,68.6,43.7,0,108,21.5678794,1
27965,POPLAR BRANCH,NC,34327,40706,130,0,63.07692308,36.92307692,0,491,0,2.240325866,39.10386965,28.10590631,21.99592668,7.33197556,1.221995927,84,100,16.66666667,61,100,36.06557377,248,100,0,98,88.7755102,6.12244898,27419,NaN,26774,23750,NaN,NaN,732,100,95.35519126,3.825136612,0,0,0,0,0.819672131,0,0.819672131,0,0,0,0,0,0,0,0,0,0,732,6.1,0,9,0,17.8,5.2,6.3,3.7,4.6,4,10.4,7.2,12.3,4.5,2.5,5.3,1.1,0,9,0,17.8,37.6,84.8,84.8,25.7,21.2,13.4,6.4,41.1,103.3,40,18.7,21.2,0,5,16.08862368,1
42031,CLINTON,KY,34327,44678,359,12.81337047,38.44011142,48.18941504,0.557103064,2148,15.87523277,12.5698324,34.26443203,18.43575419,8.705772812,4.329608939,5.819366853,278,62.94964029,6.115107914,226,85.84070796,31.4159292,907,76.62624035,4.961411246,737,64.17910448,11.53324288,30333,20455,35871,26597,27135,51094,3078,98.79792073,82.78102664,12.60558804,0,0.64977258,0,0.129954516,2.631578947,0,2.631578947,1.202079272,1.202079272,0,0,0,0,0,0,0,0,3078,4.5,6,6.2,4,9.4,1.9,7.1,4,3.3,8.6,6.2,7.2,7.5,5.6,5.8,4.7,4.9,2.9,12.2,1.8,11.7,29.8,82.3,81.4,31.4,27.1,23.9,12.5,47.8,90.6,73.9,41.6,32.3,0,0,201.1069324,0
70532,ELTON,LA,34334,51200,233,18.45493562,19.31330472,62.23175966,0,1708,8.723653396,15.16393443,41.74473068,13.99297424,4.332552693,8.138173302,7.903981265,362,95.85635359,23.48066298,208,95.19230769,26.44230769,776,75.6443299,16.2371134,362,46.40883978,2.209944751,31226,21195,30375,22875,57237,53582,2555,97.02544031,56.79060665,30.1369863,7.866927593,0.273972603,0,0,1.956947162,0,1.956947162,2.974559687,2.661448141,0.313111546,0,0,0,0,0,0,0,2555,5.7,4.9,7.9,7.3,7.4,9.4,4.8,5,3.1,9.5,7.2,6.5,7.1,4,2.2,4.3,2.2,1.4,12.8,5.6,9.1,37,80.4,76,21.3,19,14.2,7.9,38.6,69.5,61.8,22.9,38.9,0,0,197.4546588,0
78046,LAREDO,TX,34335,44039,8535,22.09724663,37.8324546,37.94961921,2.120679555,33173,25.44840684,20.33581527,26.89838121,14.00838031,4.579025111,7.364422874,1.365568384,9754,72.01148247,10.37523067,9059,58.45016006,10.44265371,10857,46.17297596,7.672469375,3503,18.64116472,2.997430774,21394,17106,20295,26160,35105,49495,69262,1.915913488,1.653143138,0.181917935,0,0.008662759,0,0,0.072189657,0.059195518,0.012994138,98.08408651,92.18619156,0.098177933,0.179030349,0,0,5.103808726,0.516877942,0.40570587,0.111172071,69262,11,11.5,11.4,9.9,8.4,7.4,6.6,7.1,6,4.9,4.4,3.9,2.5,1.8,1.5,0.8,0.5,0.4,22.9,5.9,12.3,45.4,64.2,60.2,7.5,6.5,5.1,1.7,23.7,98.8,81.3,9.2,72.1,0,0,3333.275455,0
79064,OLTON,TX,34336,52182,199,26.13065327,36.18090452,31.15577889,6.532663317,1453,19.54576738,8.947006194,40.12388162,19.40812113,3.647625602,6.400550585,1.927047488,210,80.47619048,7.619047619,225,59.11111111,0.888888889,616,75,9.415584416,402,68.4079602,11.19402985,24943,19257,30262,24196,33750,73571,2216,32.08483755,29.01624549,1.579422383,0,0.541516245,0,0,0.94765343,0,0.94765343,67.91516245,62.81588448,0,0,0,0,3.068592058,2.030685921,0.586642599,1.444043321,2216,10.4,4.9,5.7,5.4,8,5.3,4.2,3.8,6.4,7,8,8.6,4.2,4.4,3.4,3,3.5,3.8,10.6,4.4,9,33,77.5,74.5,22.3,20.7,18.1,10.3,40.9,109.8,77.3,32.2,45.1,0,2,106.6463343,0
32822,ORLANDO,FL,34340,41937,6519,16.13744439,39.1164289,38.91701181,5.829114895,38298,5.517259387,12.39751423,32.49516946,20.66165335,11.08151862,13.49939945,4.347485508,10073,84.95979351,20.98679639,8268,86.22399613,19.18238994,13196,81.1382237,16.95968475,6761,74.58955776,13.26726816,23773,16688,21610,25796,32027,39475,57441,39.93488971,25.35297087,9.129367525,0.074859421,2.90210825,0,0.351665187,2.123918455,0.144496092,1.979422364,60.06511029,48.85360631,1.38402883,0.121864174,0.23154193,0,7.949025957,1.525043088,0.767744294,0.757298794,57441,6.5,6.2,5.6,6.1,8.9,9.7,7.8,7.5,6.9,6,7,5.3,4.7,4.2,2.8,1.5,1.6,1.6,11.8,3.7,11.3,47,80.5,78,16.4,14.7,11.8,4.7,34.3,93.6,50.9,17.8,33.2,0,0,3246.772856,0
79104,AMARILLO,TX,34342,42487,602,22.09302326,29.06976744,48.8372093,0,4257,20.43692741,21.8698614,31.80643646,19.4268264,3.946441156,1.644350482,0.869156683,1061,74.17530631,2.544769086,731,63.4746922,4.103967168,1663,50.09019844,2.465423933,802,46.3840399,1.122194514,21806,20683,20161,28988,28000,NaN,6866,27.67258957,25.18205651,1.223419749,0.043693562,0.582580833,0,0.334983979,0.305854937,0.116516167,0.189338771,72.32741043,64.87037576,0.495193708,0.058258083,0,0,4.93737256,1.966210312,0.3495485,1.616661812,6866,7.4,9,8.2,7.6,5.8,7.6,7.8,5.9,4.7,5.2,7,6.3,5.7,3.2,3.5,2.4,1.3,1.3,17.2,4.6,8.8,39.5,74.7,70.8,17.4,15.8,11.7,5.1,33.1,107.3,69.2,19.8,49.5,239,168,330.4303842,1
37912,KNOXVILLE,TN,34349,43402,2594,18.04163454,27.64070933,49.61449499,4.703161141,14707,2.638199497,9.464880669,30.58407561,20.54123887,12.74903107,18.46059699,5.56197729,4016,92.2310757,38.89442231,2432,86.43092105,31.86677632,5001,91.04179164,16.71665667,3258,78.8213628,11.04972376,30027,15588,26229,29575,38113,32461,21718,95.06400221,76.94539092,12.97080763,0.239432729,2.04899162,0,0.211805875,2.647573441,0,2.647573441,4.93599779,2.578506308,0.156552169,0.151947693,0,0,1.745096234,0.303895386,0.211805875,0.092089511,21718,5.8,6.2,5.7,4.1,10.4,9.8,8.7,5.8,5.4,5.2,6,6.2,5.6,5.2,3.2,2.7,2,1.9,11.9,2.6,11.9,44.2,81.1,79.7,20.6,18.7,15,6.6,34.3,89,54.7,23.2,31.5,0,0,2006.829772,0
83467,SALMON,ID,34349,44512,320,21.875,47.1875,28.125,2.8125,4445,1.88976378,7.919010124,33.36332958,29.58380202,6.029246344,14.78065242,6.434195726,546,94.68864469,10.98901099,497,86.92152918,17.50503018,1776,95.15765766,21.11486486,1626,84.25584256,25.89175892,24563,NaN,21180,29583,46307,41141,5843,97.31302413,93.66763649,0.273831936,0.359404416,0.444976895,0,0,2.567174397,0,2.567174397,2.686975869,1.642991614,0,0.393633407,0,0,0.376518912,0.273831936,0.273831936,0,5843,4.4,5.6,4.5,5.5,4,4.3,5,2.3,6.2,6.2,7,8.1,9.1,7.8,9.1,3.4,2.3,5.3,10,4,5.5,27.3,84.2,81.6,36.9,33,27.8,11,51.3,102,86.1,51.8,34.3,52,0,418.6382868,0
39117,MORTON,MS,34351,50172,921,23.23561346,30.40173724,39.95656895,6.406080347,7096,8.990980834,15.0789177,37.02085682,17.88331454,7.891770011,9.357384442,3.776775648,1591,73.97862979,17.15901948,1284,68.69158879,10.20249221,2553,85.82060321,12.76929103,1668,68.22541966,12.11031175,24810,20095,22375,27768,36042,38315,10722,88.81738482,63.19716471,25.20052229,0.027979855,0.270471927,0,0,0.121246036,0,0.121246036,11.18261518,10.82820369,0.037306473,0.055959709,0,0,0.261145309,0,0,0,10722,6.3,8.5,6.6,6.1,6.3,7.7,7.2,5.3,6.6,4.2,6.7,7.3,5.6,5.5,3.4,2.8,2.4,1.5,15.1,3.8,8.6,39.2,77.7,74.8,21.2,19.4,15.6,6.6,36.2,94.3,68.9,26.3,42.6,0,0,873.8171139,0
85321,AJO,AZ,34352,47720,327,45.25993884,34.55657492,13.14984709,7.033639144,3384,8.983451537,9.397163121,36.90898345,25,6.471631206,9.013002364,4.225768322,625,61.76,15.2,329,93.31306991,24.01215805,1136,87.23591549,12.23591549,1294,83.30757342,10.43276662,21225,NaN,NaN,28295,22778,40104,4873,66.69402832,30.57664683,0.246254874,29.61214857,3.529653191,0,0,2.729324851,0,2.729324851,33.30597168,22.55284219,0,3.816950544,0,0,4.596757644,2.339421301,1.662220398,0.677200903,4873,6.1,11,4.5,3,5.9,6,6.8,3.9,2.9,5.1,5.9,6.1,6.3,9.1,5.6,4.6,4.6,2.6,15.5,2.2,6.7,28.5,77.7,76.2,32.8,31.5,26.6,11.8,44.6,102.8,101.6,53.5,48.1,2,0,231.0658201,0
63735,BELL CITY,MO,34353,44549,75,25.33333333,24,48,2.666666667,525,7.238095238,9.904761905,46.0952381,21.52380952,1.333333333,10.0952381,3.80952381,70,90,12.85714286,128,88.28125,6.25,225,84.44444444,15.55555556,102,67.64705882,20.58823529,28542,25938,30179,26350,34286,41250,849,100,89.87043581,8.127208481,0.11778563,0,0,0,1.884570082,0,1.884570082,0,0,0,0,0,0,0,0,0,0,849,4.2,7.8,7.3,13.7,5.2,3.3,4.9,8.1,6.9,7.5,7.8,6.1,5.1,5.1,1.1,4.5,0.9,0.5,15.1,10,8.8,42.2,78.9,70.7,17.1,14.7,12,5.9,38,116,70.5,20.5,50,0,24,77.15633484,1
30286,THOMASTON,GA,34356,47315,2013,20.01987084,45.50422255,31.34624938,3.129657228,15520,6.166237113,15.42525773,36.46907216,20.96649485,7.326030928,7.75128866,5.895618557,2381,83.57832843,11.84376312,2811,83.49341871,15.11917467,6266,79.74784552,12.78327482,4062,69.79320532,15.01723289,26736,18015,24432,27022,46613,47667,23081,97.36146614,67.17646549,28.94155366,0.08231879,0.567566397,0,0,0.593561804,0,0.593561804,2.638533859,2.582210476,0,0,0,0.056323383,0,0,0,0,23081,7.1,6.7,6.2,6.2,6.5,5.3,5.1,6.4,5.8,6.4,7.1,8.5,5.1,6,4.3,3.1,2.5,1.7,12.9,4.1,8.7,35.3,78.9,76,22.7,20.4,17.6,7.3,40.5,91.6,71.3,30.2,41.2,0,0,846.6126265,0
74455,PORUM,OK,34358,42357,250,32.4,40.4,27.2,0,2169,4.979253112,14.2461964,40.61779622,17.56569848,10.78838174,8.713692946,3.088981097,245,87.75510204,4.489795918,273,83.88278388,11.72161172,988,84.31174089,11.13360324,663,71.64404223,15.53544495,29364,15156,26193,36705,43333,31500,3031,98.317387,65.58891455,0.131969647,19.26756846,0.098977235,0,0,13.22995711,0,13.22995711,1.682612999,0.890795117,0,0.098977235,0,0,0.230946882,0.461893764,0,0.461893764,3031,3.7,6.6,5.6,6.4,6.1,3.6,4.5,3.7,5.3,5.4,8,8.2,10.9,8.5,6.8,3.3,1.5,1.8,12.3,4.2,8.2,29.6,82.1,79.8,32.8,26.7,21.9,6.6,48.7,101.9,72.6,37.8,34.9,0,26,271.8985651,1
87420,SHIPROCK,NM,34364,46506,1136,25.08802817,34.68309859,39.34859155,0.88028169,7079,9.083203842,9.097330131,34.03023026,22.54555728,13.57536375,7.712953807,3.955360927,1740,87.4137931,9.540229885,1354,95.2732644,10.70901034,2824,85.09206799,13.27903683,1161,49.78466839,12.0585702,26337,17097,22058,25843,48235,57125,11592,98.40407177,1.311249137,0.241545894,95.82470669,0.888543823,0,0,0.138026225,0,0.138026225,1.595928226,0.215665977,0,1.147342995,0,0,0.086266391,0.146652864,0.146652864,0,11592,7.9,9.1,7.8,6.9,7.2,9,6,5,6.6,4.8,7.5,7.1,4.9,3.5,2.9,1.8,1.1,0.7,16.9,4.3,9.8,40.8,74.1,70.9,14.9,12.8,10,3.6,31.7,96.4,64.3,16.5,47.9,0,0,808.8949148,0
27582,STOVALL,NC,34375,37762,4,75,0,25,0,117,3.418803419,29.05982906,26.4957265,17.09401709,18.8034188,0.854700855,4.273504274,16,100,0,10,50,0,41,100,0,50,34,12,32500,NaN,31625,36250,NaN,NaN,143,100,30.76923077,69.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,8.4,1.4,4.2,3.5,0.7,5.6,5.6,3.5,3.5,0,7.7,11.9,9.1,11.2,4.9,5.6,10.5,2.8,5.6,1.4,2.8,22.4,86,84.6,44.1,40.6,35,18.9,55.8,116.7,101.4,70.4,31,0,66,3.142996157,1
62861,MAUNIE,IL,34375,38864,11,90.90909091,9.090909091,0,0,94,5.319148936,34.04255319,38.29787234,19.14893617,3.191489362,0,0,15,100,0,18,5.555555556,0,40,60,0,21,80.95238095,0,21250,NaN,NaN,NaN,NaN,NaN,130,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6.9,1.5,6.2,5.4,7.7,3.1,8.5,6.9,6.9,2.3,1.5,16.2,10.8,9.2,3.1,1.5,2.3,0,7.7,4.6,8.5,38.5,82.3,80.8,26.9,23.1,16.2,3.8,42.8,109.7,54.8,25,29.8,0,5,6.13924828,0
36922,WARD,AL,34375,40477,25,100,0,0,0,326,5.521472393,15.03067485,30.67484663,25.76687117,9.509202454,5.521472393,7.975460123,49,87.75510204,0,19,42.10526316,0,194,81.95876289,18.04123711,64,76.5625,14.0625,26375,NaN,NaN,24561,NaN,NaN,393,100,29.51653944,68.956743,0,1.526717557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,6.1,4.6,0,0,6.4,5.1,7.4,4.8,0,1,15,29.8,3.6,1.3,1.3,3.8,7.6,2.3,4.6,0,6.4,23.7,89.3,89.3,19.8,18.6,16.3,13.7,54.8,73.1,36.9,22.3,14.6,0,0,25.62714277,0
68724,CENTER,NE,34375,42068,6,0,100,0,0,75,2.666666667,2.666666667,52,18.66666667,9.333333333,6.666666667,8,14,100,0,7,100,85.71428571,26,92.30769231,11.53846154,28,92.85714286,7.142857143,24167,NaN,23333,NaN,NaN,36875,99,100,88.88888889,4.04040404,3.03030303,0,0,0,4.04040404,0,4.04040404,0,0,0,0,0,0,0,0,0,0,99,7.1,4,5.1,7.1,1,7.1,7.1,5.1,2,5.1,3,10.1,8.1,6.1,9.1,4,4,5.1,9.1,2,6.1,29.3,81.8,81.8,36.4,32.3,28.3,13.1,49.8,106.3,86.8,52.8,34,0,0,1.641534342,0
61567,TOPEKA,IL,34375,42525,30,30,36.66666667,23.33333333,10,419,11.21718377,15.51312649,42.00477327,21.00238663,4.057279236,3.341288783,2.863961814,36,100,0,63,73.01587302,0,156,75.64102564,0.641025641,164,65.24390244,15.24390244,21875,NaN,30644,20125,NaN,NaN,596,96.30872483,93.62416107,0,0,0,0,0,2.684563758,0,2.684563758,3.691275168,3.691275168,0,0,0,0,0,0,0,0,596,8.4,7.2,5.7,4.7,3.7,0.3,5.7,8.7,1.8,4.2,8.6,4.9,8.6,8.6,9.2,4.9,3.5,1.3,12.9,3.4,5,25,77.2,75.3,36.1,34.7,27.5,9.7,48.5,98,109.1,57.5,51.6,0,0,28.14609211,0
56313,BOCK,MN,34375,42581,3,100,0,0,0,61,0,27.86885246,44.26229508,11.47540984,9.836065574,6.557377049,0,12,41.66666667,0,4,50,50,31,83.87096774,0,14,78.57142857,14.28571429,23750,27500,30250,11042,NaN,NaN,78,100,97.43589744,0,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3.8,3.8,5.1,9,0,6.4,9,2.6,2.6,1.3,15.4,10.3,12.8,6.4,7.7,0,1.3,2.6,9,5.1,3.8,29.5,84.6,82.1,30.8,28.2,17.9,3.8,52.4,129.4,56,28,28,0,3,4.513010835,0
29082,LODGE,SC,34375,43835,21,0,76.19047619,23.80952381,0,330,4.848484848,7.878787879,57.57575758,10,7.878787879,7.575757576,4.242424242,39,69.23076923,33.33333333,33,100,18.18181818,169,90.53254438,7.100591716,89,84.26966292,8.988764045,24821,NaN,22188,31563,NaN,53750,405,100,73.58024691,26.41975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,4,3.2,4.2,4.4,2.7,4,5.7,6.2,2,10.6,13.3,8.4,9.4,10.6,4.4,1,0.5,5.4,7.4,2,5.2,24.9,86.9,86.7,31.4,29.4,22,6.9,51.5,122.5,54.6,34,20.6,0,86,21.01953464,1
62990,THEBES,IL,34375,44259,55,1.818181818,43.63636364,54.54545455,0,545,8.073394495,7.52293578,34.31192661,37.43119266,3.302752294,6.23853211,3.119266055,90,97.77777778,3.333333333,66,80.3030303,21.21212121,201,87.06467662,9.950248756,188,76.59574468,7.446808511,22159,26250,21591,18750,NaN,NaN,849,94.81743227,77.38515901,16.13663133,0,0.706713781,0,0,0.588928151,0.23557126,0.35335689,5.182567727,4.829210836,0,0,0,0,0,0.35335689,0.35335689,0,849,5.9,10.5,9,5.7,4.8,1.3,9.3,1.3,6.5,3.4,6.2,8.7,5.3,6.1,9.1,3.1,2.4,1.5,19.4,4,6.5,28.9,74.7,70.7,27.4,23.6,22.1,6.9,42.4,85.4,106.1,45.6,60.4,120,24,40.09401377,1
25111,INDORE,WV,34375,45450,37,0,100,0,0,403,12.15880893,11.66253102,52.60545906,9.181141439,8.933002481,4.466501241,0.992555831,42,80.95238095,0,66,87.87878788,27.27272727,203,77.83251232,1.97044335,92,61.95652174,0,35978,NaN,35761,NaN,NaN,NaN,515,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,5.6,2.7,5.2,1,7.2,0,8.2,8,4.9,18.3,6.4,7.4,7.4,6,2.1,7.8,1.9,0,8,1,7.2,29.1,86.4,85.4,25.2,23.7,17.9,9.7,47.5,164.1,48,26.4,21.6,0,4,56.12004622,1
99784,WHITE MOUNTAIN,AK,34375,46809,17,47.05882353,35.29411765,0,17.64705882,103,3.883495146,8.737864078,42.7184466,30.09708738,3.883495146,5.825242718,4.854368932,29,82.75862069,24.13793103,13,100,0,48,91.66666667,8.333333333,13,69.23076923,0,23750,NaN,16875,23750,35000,NaN,168,100,8.333333333,0,89.88095238,0,0,0,1.785714286,0,1.785714286,0,0,0,0,0,0,0,0,0,0,168,11.3,7.1,7.7,4.8,7.7,8.9,8.3,4.8,3,7.1,8.3,7.7,5.4,4.2,1.2,2.4,0,0,14.9,2.4,10.1,37.5,73.8,71.4,13.1,9.5,7.7,2.4,32,130.1,57,12.1,44.9,4,0,19.72833443,0
68416,OHIOWA,NE,34375,49958,10,0,100,0,0,194,0,12.37113402,41.75257732,16.49484536,18.55670103,4.639175258,6.18556701,35,68.57142857,5.714285714,27,100,7.407407407,92,96.73913043,18.47826087,40,75,0,29844,NaN,26786,30909,29375,NaN,254,70.07874016,70.07874016,0,0,0,0,0,0,0,0,29.92125984,29.92125984,0,0,0,0,0,0,0,0,254,3.1,2,5.9,11.8,0.8,0.4,13.4,2.4,8.3,9.8,14.2,6.3,5.9,3.1,5.5,3.5,2,1.6,7.9,8.7,3.9,37,83.5,80.3,21.7,19.3,15.7,7.1,46.4,115.3,54.9,24.4,30.5,0,12,4.211613362,0
49918,COPPER HARBOR,MI,34375,50691,0,0,0,0,0,97,0,4.12371134,13.40206186,23.71134021,27.83505155,23.71134021,7.216494845,0,0,0,24,100,29.16666667,41,90.24390244,2.43902439,32,100,68.75,17250,NaN,31389,17250,8333,NaN,104,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,6.7,0,0,0,11.5,11.5,11.5,4.8,10.6,12.5,12.5,14.4,1.9,1.9,0,0,6.7,0,29.8,100,93.3,43.3,33.7,30.8,3.8,56,131.1,60,49.2,10.8,0,0,3.452757072,0
64625,BRECKENRIDGE,MO,34375,50966,42,0,71.42857143,9.523809524,19.04761905,326,1.226993865,8.588957055,45.39877301,26.99386503,5.521472393,5.828220859,6.441717791,40,97.5,5,58,94.82758621,15.51724138,133,86.46616541,18.04511278,95,89.47368421,5.263157895,30469,19375,28750,33125,40833,34000,438,98.40182648,86.98630137,2.511415525,1.826484018,2.054794521,0,0,5.02283105,0,5.02283105,1.598173516,1.598173516,0,0,0,0,0,0,0,0,438,2.5,8,3.7,5.5,5.9,3.9,5.3,7.8,5.5,6.2,5.7,8.4,10,1.8,8.2,5.5,3.4,2.7,11.6,1.8,9.6,33.8,84.9,84,31.7,26.5,21.7,11.6,46,110.6,60.4,34.8,25.6,0,0,39.80503494,0
59525,GILDFORD,MT,34375,52366,6,16.66666667,50,33.33333333,0,182,12.63736264,11.53846154,25.82417582,28.57142857,3.846153846,17.03296703,0.549450549,14,42.85714286,0,27,77.77777778,0,55,69.09090909,34.54545455,86,84.88372093,15.11627907,26771,NaN,19583,NaN,27083,NaN,265,100,99.24528302,0,0,0,0,0,0.754716981,0,0.754716981,0,0,0,0,0,0,0,0,0,0,265,11.3,8.7,5.3,5.3,0.8,0,5.3,5.7,4.5,5.3,3,3.4,9.1,8.7,6,4.9,8.7,4.2,14,3.8,2.3,21.5,73.2,70.9,41.5,35.8,32.5,17.7,46.8,74.3,159.8,84.3,75.5,33,12,28.25370806,0
24439,GOSHEN,VA,34375,56321,130,61.53846154,28.46153846,3.076923077,6.923076923,901,3.773584906,12.65260821,53.05216426,14.31742508,9.766925638,1.66481687,4.772475028,144,95.83333333,0,135,96.2962963,7.407407407,359,78.55153203,4.456824513,263,77.18631179,12.16730038,26675,21250,25093,53080,NaN,NaN,1247,100,97.75461107,1.122694467,0.080192462,0,0,0,1.042502005,0,1.042502005,0,0,0,0,0,0,0,0,0,0,1247,5,5.2,3.9,3.4,10.3,5.6,5.9,5.6,5.2,7.8,4.6,10.6,5.9,6.1,4.3,4.1,4.7,1.9,9.1,3.2,10.4,36,85.9,82.7,26.9,25.1,21.1,10.7,45,110.6,62.4,34.2,28.1,0,0,83.50770859,0
15540,FORT HILL,PA,34375,59657,4,0,0,100,0,157,5.732484076,9.554140127,41.40127389,18.47133758,9.554140127,11.46496815,3.821656051,8,100,0,26,100,42.30769231,50,94,16,73,71.23287671,6.849315068,30000,NaN,20000,21806,50417,NaN,205,100,92.68292683,0,7.317073171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,3.4,7.8,3.4,8.8,0,0,3.9,6.3,6.3,2.4,5.4,7.3,9.3,14.1,5.4,7.8,2.4,5.9,11.2,6.8,2,25.4,84.4,78.5,44.9,39.5,35.6,16.1,57.2,105,133,83,50,307,4,14.11853412,1
79741,GOLDSMITH,TX,34375,61498,24,12.5,79.16666667,8.333333333,0,194,0,4.639175258,36.08247423,36.59793814,5.670103093,14.43298969,2.577319588,61,95.08196721,8.196721311,9,66.66666667,0,93,96.77419355,15.05376344,31,100,45.16129032,44583,NaN,NaN,NaN,NaN,NaN,240,97.91666667,95,0,0,0,0,0,2.916666667,0,2.916666667,2.083333333,0,0,0,0,0,2.083333333,0,0,0,240,2.5,3.8,2.1,5.8,5,7.1,18.3,3.8,0,1.7,2.5,14.2,20.4,2.9,6.3,2.9,0.8,0,5.8,0.8,10,40,90.8,90.8,33.3,29.2,12.9,3.8,52,163.7,28.3,16.6,11.8,0,0,11.55014451,0
